ImgPath,Class
./CIFAR_10_BATCH1/Img_52.png,7
./CIFAR_10_BATCH1/Img_53.png,9
./CIFAR_10_BATCH1/Img_54.png,2
./CIFAR_10_BATCH1/Img_55.png,2
./CIFAR_10_BATCH1/Img_56.png,5
./CIFAR_10_BATCH1/Img_57.png,2
./CIFAR_10_BATCH1/Img_58.png,4
./CIFAR_10_BATCH1/Img_59.png,3
./CIFAR_10_BATCH1/Img_60.png,1
./CIFAR_10_BATCH1/Img_61.png,1
./CIFAR_10_BATCH1/Img_62.png,8
./CIFAR_10_BATCH1/Img_63.png,2
./CIFAR_10_BATCH1/Img_64.png,1
./CIFAR_10_BATCH1/Img_65.png,1
./CIFAR_10_BATCH1/Img_66.png,4
./CIFAR_10_BATCH1/Img_67.png,9
./CIFAR_10_BATCH1/Img_68.png,7
./CIFAR_10_BATCH1/Img_69.png,8
./CIFAR_10_BATCH1/Img_70.png,5
./CIFAR_10_BATCH1/Img_71.png,9
./CIFAR_10_BATCH1/Img_72.png,6
./CIFAR_10_BATCH1/Img_73.png,7
./CIFAR_10_BATCH1/Img_74.png,3
./CIFAR_10_BATCH1/Img_75.png,1
./CIFAR_10_BATCH1/Img_76.png,9
./CIFAR_10_BATCH1/Img_77.png,0
./CIFAR_10_BATCH1/Img_78.png,3
./CIFAR_10_BATCH1/Img_79.png,1
./CIFAR_10_BATCH1/Img_80.png,3
./CIFAR_10_BATCH1/Img_81.png,5
./CIFAR_10_BATCH1/Img_82.png,4
./CIFAR_10_BATCH1/Img_83.png,5
./CIFAR_10_BATCH1/Img_84.png,7
./CIFAR_10_BATCH1/Img_85.png,7
./CIFAR_10_BATCH1/Img_86.png,4
./CIFAR_10_BATCH1/Img_87.png,7
./CIFAR_10_BATCH1/Img_88.png,9
./CIFAR_10_BATCH1/Img_89.png,4
./CIFAR_10_BATCH1/Img_90.png,2
./CIFAR_10_BATCH1/Img_91.png,3
./CIFAR_10_BATCH1/Img_92.png,8
./CIFAR_10_BATCH1/Img_93.png,0
./CIFAR_10_BATCH1/Img_94.png,1
./CIFAR_10_BATCH1/Img_95.png,6
./CIFAR_10_BATCH1/Img_96.png,1
./CIFAR_10_BATCH1/Img_97.png,1
./CIFAR_10_BATCH1/Img_98.png,4
./CIFAR_10_BATCH1/Img_99.png,1
./CIFAR_10_BATCH1/Img_100.png,8
./CIFAR_10_BATCH1/Img_101.png,3
./CIFAR_10_BATCH1/Img_102.png,9
./CIFAR_10_BATCH1/Img_103.png,6
./CIFAR_10_BATCH1/Img_104.png,6
./CIFAR_10_BATCH1/Img_105.png,1
./CIFAR_10_BATCH1/Img_106.png,8
./CIFAR_10_BATCH1/Img_107.png,5
./CIFAR_10_BATCH1/Img_108.png,2
./CIFAR_10_BATCH1/Img_109.png,9
./CIFAR_10_BATCH1/Img_110.png,9
./CIFAR_10_BATCH1/Img_111.png,8
./CIFAR_10_BATCH1/Img_112.png,1
./CIFAR_10_BATCH1/Img_113.png,7
./CIFAR_10_BATCH1/Img_114.png,7
./CIFAR_10_BATCH1/Img_115.png,0
./CIFAR_10_BATCH1/Img_116.png,0
./CIFAR_10_BATCH1/Img_117.png,6
./CIFAR_10_BATCH1/Img_118.png,9
./CIFAR_10_BATCH1/Img_119.png,1
./CIFAR_10_BATCH1/Img_120.png,2
./CIFAR_10_BATCH1/Img_121.png,2
./CIFAR_10_BATCH1/Img_122.png,9
./CIFAR_10_BATCH1/Img_123.png,2
./CIFAR_10_BATCH1/Img_124.png,6
./CIFAR_10_BATCH1/Img_125.png,6
./CIFAR_10_BATCH1/Img_126.png,1
./CIFAR_10_BATCH1/Img_127.png,9
./CIFAR_10_BATCH1/Img_128.png,5
./CIFAR_10_BATCH1/Img_129.png,0
./CIFAR_10_BATCH1/Img_130.png,4
./CIFAR_10_BATCH1/Img_131.png,7
./CIFAR_10_BATCH1/Img_132.png,6
./CIFAR_10_BATCH1/Img_133.png,7
./CIFAR_10_BATCH1/Img_134.png,1
./CIFAR_10_BATCH1/Img_135.png,8
./CIFAR_10_BATCH1/Img_136.png,1
./CIFAR_10_BATCH1/Img_137.png,1
./CIFAR_10_BATCH1/Img_138.png,2
./CIFAR_10_BATCH1/Img_139.png,8
./CIFAR_10_BATCH1/Img_140.png,1
./CIFAR_10_BATCH1/Img_141.png,3
./CIFAR_10_BATCH1/Img_142.png,3
./CIFAR_10_BATCH1/Img_143.png,6
./CIFAR_10_BATCH1/Img_144.png,2
./CIFAR_10_BATCH1/Img_145.png,4
./CIFAR_10_BATCH1/Img_146.png,9
./CIFAR_10_BATCH1/Img_147.png,9
./CIFAR_10_BATCH1/Img_148.png,5
./CIFAR_10_BATCH1/Img_149.png,4
./CIFAR_10_BATCH1/Img_150.png,3
./CIFAR_10_BATCH1/Img_151.png,6
./CIFAR_10_BATCH1/Img_152.png,7
./CIFAR_10_BATCH1/Img_153.png,4
./CIFAR_10_BATCH1/Img_154.png,6
./CIFAR_10_BATCH1/Img_155.png,8
./CIFAR_10_BATCH1/Img_156.png,5
./CIFAR_10_BATCH1/Img_157.png,5
./CIFAR_10_BATCH1/Img_158.png,4
./CIFAR_10_BATCH1/Img_159.png,3
./CIFAR_10_BATCH1/Img_160.png,1
./CIFAR_10_BATCH1/Img_161.png,8
./CIFAR_10_BATCH1/Img_162.png,4
./CIFAR_10_BATCH1/Img_163.png,7
./CIFAR_10_BATCH1/Img_164.png,6
./CIFAR_10_BATCH1/Img_165.png,0
./CIFAR_10_BATCH1/Img_166.png,9
./CIFAR_10_BATCH1/Img_167.png,5
./CIFAR_10_BATCH1/Img_168.png,1
./CIFAR_10_BATCH1/Img_169.png,3
./CIFAR_10_BATCH1/Img_170.png,8
./CIFAR_10_BATCH1/Img_171.png,2
./CIFAR_10_BATCH1/Img_172.png,7
./CIFAR_10_BATCH1/Img_173.png,5
./CIFAR_10_BATCH1/Img_174.png,3
./CIFAR_10_BATCH1/Img_175.png,4
./CIFAR_10_BATCH1/Img_176.png,1
./CIFAR_10_BATCH1/Img_177.png,5
./CIFAR_10_BATCH1/Img_178.png,7
./CIFAR_10_BATCH1/Img_179.png,0
./CIFAR_10_BATCH1/Img_180.png,4
./CIFAR_10_BATCH1/Img_181.png,7
./CIFAR_10_BATCH1/Img_182.png,5
./CIFAR_10_BATCH1/Img_183.png,5
./CIFAR_10_BATCH1/Img_184.png,1
./CIFAR_10_BATCH1/Img_185.png,0
./CIFAR_10_BATCH1/Img_186.png,9
./CIFAR_10_BATCH1/Img_187.png,6
./CIFAR_10_BATCH1/Img_188.png,9
./CIFAR_10_BATCH1/Img_189.png,0
./CIFAR_10_BATCH1/Img_190.png,8
./CIFAR_10_BATCH1/Img_191.png,7
./CIFAR_10_BATCH1/Img_192.png,8
./CIFAR_10_BATCH1/Img_193.png,8
./CIFAR_10_BATCH1/Img_194.png,2
./CIFAR_10_BATCH1/Img_195.png,5
./CIFAR_10_BATCH1/Img_196.png,2
./CIFAR_10_BATCH1/Img_197.png,3
./CIFAR_10_BATCH1/Img_198.png,5
./CIFAR_10_BATCH1/Img_199.png,0
./CIFAR_10_BATCH1/Img_200.png,6
./CIFAR_10_BATCH1/Img_201.png,1
./CIFAR_10_BATCH1/Img_202.png,9
./CIFAR_10_BATCH1/Img_203.png,3
./CIFAR_10_BATCH1/Img_204.png,6
./CIFAR_10_BATCH1/Img_205.png,9
./CIFAR_10_BATCH1/Img_206.png,1
./CIFAR_10_BATCH1/Img_207.png,3
./CIFAR_10_BATCH1/Img_208.png,9
./CIFAR_10_BATCH1/Img_209.png,6
./CIFAR_10_BATCH1/Img_210.png,6
./CIFAR_10_BATCH1/Img_211.png,7
./CIFAR_10_BATCH1/Img_212.png,1
./CIFAR_10_BATCH1/Img_213.png,0
./CIFAR_10_BATCH1/Img_214.png,9
./CIFAR_10_BATCH1/Img_215.png,5
./CIFAR_10_BATCH1/Img_216.png,8
./CIFAR_10_BATCH1/Img_217.png,5
./CIFAR_10_BATCH1/Img_218.png,2
./CIFAR_10_BATCH1/Img_219.png,9
./CIFAR_10_BATCH1/Img_220.png,0
./CIFAR_10_BATCH1/Img_221.png,8
./CIFAR_10_BATCH1/Img_222.png,8
./CIFAR_10_BATCH1/Img_223.png,0
./CIFAR_10_BATCH1/Img_224.png,6
./CIFAR_10_BATCH1/Img_225.png,9
./CIFAR_10_BATCH1/Img_226.png,1
./CIFAR_10_BATCH1/Img_227.png,1
./CIFAR_10_BATCH1/Img_228.png,6
./CIFAR_10_BATCH1/Img_229.png,3
./CIFAR_10_BATCH1/Img_230.png,7
./CIFAR_10_BATCH1/Img_231.png,6
./CIFAR_10_BATCH1/Img_232.png,6
./CIFAR_10_BATCH1/Img_233.png,0
./CIFAR_10_BATCH1/Img_234.png,6
./CIFAR_10_BATCH1/Img_235.png,6
./CIFAR_10_BATCH1/Img_236.png,1
./CIFAR_10_BATCH1/Img_237.png,7
./CIFAR_10_BATCH1/Img_238.png,1
./CIFAR_10_BATCH1/Img_239.png,5
./CIFAR_10_BATCH1/Img_240.png,8
./CIFAR_10_BATCH1/Img_241.png,3
./CIFAR_10_BATCH1/Img_242.png,6
./CIFAR_10_BATCH1/Img_243.png,6
./CIFAR_10_BATCH1/Img_244.png,8
./CIFAR_10_BATCH1/Img_245.png,6
./CIFAR_10_BATCH1/Img_246.png,8
./CIFAR_10_BATCH1/Img_247.png,4
./CIFAR_10_BATCH1/Img_248.png,6
./CIFAR_10_BATCH1/Img_249.png,6
./CIFAR_10_BATCH1/Img_250.png,1
./CIFAR_10_BATCH1/Img_251.png,3
./CIFAR_10_BATCH1/Img_252.png,8
./CIFAR_10_BATCH1/Img_253.png,3
./CIFAR_10_BATCH1/Img_254.png,4
./CIFAR_10_BATCH1/Img_255.png,1
./CIFAR_10_BATCH1/Img_256.png,7
./CIFAR_10_BATCH1/Img_257.png,1
./CIFAR_10_BATCH1/Img_258.png,3
./CIFAR_10_BATCH1/Img_259.png,8
./CIFAR_10_BATCH1/Img_260.png,5
./CIFAR_10_BATCH1/Img_261.png,1
./CIFAR_10_BATCH1/Img_262.png,1
./CIFAR_10_BATCH1/Img_263.png,4
./CIFAR_10_BATCH1/Img_264.png,0
./CIFAR_10_BATCH1/Img_265.png,9
./CIFAR_10_BATCH1/Img_266.png,3
./CIFAR_10_BATCH1/Img_267.png,7
./CIFAR_10_BATCH1/Img_268.png,4
./CIFAR_10_BATCH1/Img_269.png,9
./CIFAR_10_BATCH1/Img_270.png,9
./CIFAR_10_BATCH1/Img_271.png,2
./CIFAR_10_BATCH1/Img_272.png,4
./CIFAR_10_BATCH1/Img_273.png,9
./CIFAR_10_BATCH1/Img_274.png,9
./CIFAR_10_BATCH1/Img_275.png,1
./CIFAR_10_BATCH1/Img_276.png,0
./CIFAR_10_BATCH1/Img_277.png,5
./CIFAR_10_BATCH1/Img_278.png,9
./CIFAR_10_BATCH1/Img_279.png,0
./CIFAR_10_BATCH1/Img_280.png,8
./CIFAR_10_BATCH1/Img_281.png,2
./CIFAR_10_BATCH1/Img_282.png,1
./CIFAR_10_BATCH1/Img_283.png,2
./CIFAR_10_BATCH1/Img_284.png,0
./CIFAR_10_BATCH1/Img_285.png,5
./CIFAR_10_BATCH1/Img_286.png,6
./CIFAR_10_BATCH1/Img_287.png,3
./CIFAR_10_BATCH1/Img_288.png,2
./CIFAR_10_BATCH1/Img_289.png,7
./CIFAR_10_BATCH1/Img_290.png,8
./CIFAR_10_BATCH1/Img_291.png,8
./CIFAR_10_BATCH1/Img_292.png,6
./CIFAR_10_BATCH1/Img_293.png,0
./CIFAR_10_BATCH1/Img_294.png,7
./CIFAR_10_BATCH1/Img_295.png,9
./CIFAR_10_BATCH1/Img_296.png,4
./CIFAR_10_BATCH1/Img_297.png,5
./CIFAR_10_BATCH1/Img_298.png,6
./CIFAR_10_BATCH1/Img_299.png,4
./CIFAR_10_BATCH1/Img_300.png,2
./CIFAR_10_BATCH1/Img_301.png,1
./CIFAR_10_BATCH1/Img_302.png,1
./CIFAR_10_BATCH1/Img_303.png,2
./CIFAR_10_BATCH1/Img_304.png,1
./CIFAR_10_BATCH1/Img_305.png,5
./CIFAR_10_BATCH1/Img_306.png,9
./CIFAR_10_BATCH1/Img_307.png,9
./CIFAR_10_BATCH1/Img_308.png,0
./CIFAR_10_BATCH1/Img_309.png,8
./CIFAR_10_BATCH1/Img_310.png,4
./CIFAR_10_BATCH1/Img_311.png,1
./CIFAR_10_BATCH1/Img_312.png,1
./CIFAR_10_BATCH1/Img_313.png,6
./CIFAR_10_BATCH1/Img_314.png,3
./CIFAR_10_BATCH1/Img_315.png,3
./CIFAR_10_BATCH1/Img_316.png,9
./CIFAR_10_BATCH1/Img_317.png,0
./CIFAR_10_BATCH1/Img_318.png,7
./CIFAR_10_BATCH1/Img_319.png,9
./CIFAR_10_BATCH1/Img_320.png,7
./CIFAR_10_BATCH1/Img_321.png,7
./CIFAR_10_BATCH1/Img_322.png,9
./CIFAR_10_BATCH1/Img_323.png,1
./CIFAR_10_BATCH1/Img_324.png,5
./CIFAR_10_BATCH1/Img_325.png,1
./CIFAR_10_BATCH1/Img_326.png,6
./CIFAR_10_BATCH1/Img_327.png,6
./CIFAR_10_BATCH1/Img_328.png,8
./CIFAR_10_BATCH1/Img_329.png,7
./CIFAR_10_BATCH1/Img_330.png,1
./CIFAR_10_BATCH1/Img_331.png,3
./CIFAR_10_BATCH1/Img_332.png,0
./CIFAR_10_BATCH1/Img_333.png,3
./CIFAR_10_BATCH1/Img_334.png,3
./CIFAR_10_BATCH1/Img_335.png,2
./CIFAR_10_BATCH1/Img_336.png,4
./CIFAR_10_BATCH1/Img_337.png,5
./CIFAR_10_BATCH1/Img_338.png,7
./CIFAR_10_BATCH1/Img_339.png,5
./CIFAR_10_BATCH1/Img_340.png,9
./CIFAR_10_BATCH1/Img_341.png,0
./CIFAR_10_BATCH1/Img_342.png,3
./CIFAR_10_BATCH1/Img_343.png,4
./CIFAR_10_BATCH1/Img_344.png,0
./CIFAR_10_BATCH1/Img_345.png,4
./CIFAR_10_BATCH1/Img_346.png,4
./CIFAR_10_BATCH1/Img_347.png,6
./CIFAR_10_BATCH1/Img_348.png,0
./CIFAR_10_BATCH1/Img_349.png,0
./CIFAR_10_BATCH1/Img_350.png,6
./CIFAR_10_BATCH1/Img_351.png,6
./CIFAR_10_BATCH1/Img_352.png,0
./CIFAR_10_BATCH1/Img_353.png,8
./CIFAR_10_BATCH1/Img_354.png,1
./CIFAR_10_BATCH1/Img_355.png,6
./CIFAR_10_BATCH1/Img_356.png,2
./CIFAR_10_BATCH1/Img_357.png,9
./CIFAR_10_BATCH1/Img_358.png,2
./CIFAR_10_BATCH1/Img_359.png,5
./CIFAR_10_BATCH1/Img_360.png,9
./CIFAR_10_BATCH1/Img_361.png,6
./CIFAR_10_BATCH1/Img_362.png,7
./CIFAR_10_BATCH1/Img_363.png,4
./CIFAR_10_BATCH1/Img_364.png,1
./CIFAR_10_BATCH1/Img_365.png,8
./CIFAR_10_BATCH1/Img_366.png,7
./CIFAR_10_BATCH1/Img_367.png,3
./CIFAR_10_BATCH1/Img_368.png,6
./CIFAR_10_BATCH1/Img_369.png,9
./CIFAR_10_BATCH1/Img_370.png,3
./CIFAR_10_BATCH1/Img_371.png,0
./CIFAR_10_BATCH1/Img_372.png,4
./CIFAR_10_BATCH1/Img_373.png,0
./CIFAR_10_BATCH1/Img_374.png,5
./CIFAR_10_BATCH1/Img_375.png,1
./CIFAR_10_BATCH1/Img_376.png,0
./CIFAR_10_BATCH1/Img_377.png,3
./CIFAR_10_BATCH1/Img_378.png,4
./CIFAR_10_BATCH1/Img_379.png,8
./CIFAR_10_BATCH1/Img_380.png,5
./CIFAR_10_BATCH1/Img_381.png,4
./CIFAR_10_BATCH1/Img_382.png,7
./CIFAR_10_BATCH1/Img_383.png,2
./CIFAR_10_BATCH1/Img_384.png,3
./CIFAR_10_BATCH1/Img_385.png,9
./CIFAR_10_BATCH1/Img_386.png,7
./CIFAR_10_BATCH1/Img_387.png,6
./CIFAR_10_BATCH1/Img_388.png,7
./CIFAR_10_BATCH1/Img_389.png,1
./CIFAR_10_BATCH1/Img_390.png,4
./CIFAR_10_BATCH1/Img_391.png,7
./CIFAR_10_BATCH1/Img_392.png,0
./CIFAR_10_BATCH1/Img_393.png,1
./CIFAR_10_BATCH1/Img_394.png,7
./CIFAR_10_BATCH1/Img_395.png,3
./CIFAR_10_BATCH1/Img_396.png,1
./CIFAR_10_BATCH1/Img_397.png,8
./CIFAR_10_BATCH1/Img_398.png,4
./CIFAR_10_BATCH1/Img_399.png,4
./CIFAR_10_BATCH1/Img_400.png,2
./CIFAR_10_BATCH1/Img_401.png,0
./CIFAR_10_BATCH1/Img_402.png,2
./CIFAR_10_BATCH1/Img_403.png,2
./CIFAR_10_BATCH1/Img_404.png,0
./CIFAR_10_BATCH1/Img_405.png,0
./CIFAR_10_BATCH1/Img_406.png,9
./CIFAR_10_BATCH1/Img_407.png,0
./CIFAR_10_BATCH1/Img_408.png,9
./CIFAR_10_BATCH1/Img_409.png,6
./CIFAR_10_BATCH1/Img_410.png,8
./CIFAR_10_BATCH1/Img_411.png,2
./CIFAR_10_BATCH1/Img_412.png,7
./CIFAR_10_BATCH1/Img_413.png,7
./CIFAR_10_BATCH1/Img_414.png,4
./CIFAR_10_BATCH1/Img_415.png,0
./CIFAR_10_BATCH1/Img_416.png,3
./CIFAR_10_BATCH1/Img_417.png,0
./CIFAR_10_BATCH1/Img_418.png,8
./CIFAR_10_BATCH1/Img_419.png,9
./CIFAR_10_BATCH1/Img_420.png,4
./CIFAR_10_BATCH1/Img_421.png,2
./CIFAR_10_BATCH1/Img_422.png,7
./CIFAR_10_BATCH1/Img_423.png,2
./CIFAR_10_BATCH1/Img_424.png,5
./CIFAR_10_BATCH1/Img_425.png,2
./CIFAR_10_BATCH1/Img_426.png,5
./CIFAR_10_BATCH1/Img_427.png,1
./CIFAR_10_BATCH1/Img_428.png,9
./CIFAR_10_BATCH1/Img_429.png,4
./CIFAR_10_BATCH1/Img_430.png,8
./CIFAR_10_BATCH1/Img_431.png,5
./CIFAR_10_BATCH1/Img_432.png,1
./CIFAR_10_BATCH1/Img_433.png,7
./CIFAR_10_BATCH1/Img_434.png,4
./CIFAR_10_BATCH1/Img_435.png,4
./CIFAR_10_BATCH1/Img_436.png,0
./CIFAR_10_BATCH1/Img_437.png,6
./CIFAR_10_BATCH1/Img_438.png,9
./CIFAR_10_BATCH1/Img_439.png,0
./CIFAR_10_BATCH1/Img_440.png,7
./CIFAR_10_BATCH1/Img_441.png,8
./CIFAR_10_BATCH1/Img_442.png,8
./CIFAR_10_BATCH1/Img_443.png,9
./CIFAR_10_BATCH1/Img_444.png,9
./CIFAR_10_BATCH1/Img_445.png,3
./CIFAR_10_BATCH1/Img_446.png,3
./CIFAR_10_BATCH1/Img_447.png,4
./CIFAR_10_BATCH1/Img_448.png,0
./CIFAR_10_BATCH1/Img_449.png,4
./CIFAR_10_BATCH1/Img_450.png,5
./CIFAR_10_BATCH1/Img_451.png,6
./CIFAR_10_BATCH1/Img_452.png,6
./CIFAR_10_BATCH1/Img_453.png,0
./CIFAR_10_BATCH1/Img_454.png,1
./CIFAR_10_BATCH1/Img_455.png,0
./CIFAR_10_BATCH1/Img_456.png,8
./CIFAR_10_BATCH1/Img_457.png,0
./CIFAR_10_BATCH1/Img_458.png,4
./CIFAR_10_BATCH1/Img_459.png,8
./CIFAR_10_BATCH1/Img_460.png,8
./CIFAR_10_BATCH1/Img_461.png,1
./CIFAR_10_BATCH1/Img_462.png,5
./CIFAR_10_BATCH1/Img_463.png,2
./CIFAR_10_BATCH1/Img_464.png,6
./CIFAR_10_BATCH1/Img_465.png,8
./CIFAR_10_BATCH1/Img_466.png,1
./CIFAR_10_BATCH1/Img_467.png,0
./CIFAR_10_BATCH1/Img_468.png,0
./CIFAR_10_BATCH1/Img_469.png,7
./CIFAR_10_BATCH1/Img_470.png,7
./CIFAR_10_BATCH1/Img_471.png,5
./CIFAR_10_BATCH1/Img_472.png,9
./CIFAR_10_BATCH1/Img_473.png,6
./CIFAR_10_BATCH1/Img_474.png,2
./CIFAR_10_BATCH1/Img_475.png,8
./CIFAR_10_BATCH1/Img_476.png,3
./CIFAR_10_BATCH1/Img_477.png,4
./CIFAR_10_BATCH1/Img_478.png,7
./CIFAR_10_BATCH1/Img_479.png,3
./CIFAR_10_BATCH1/Img_480.png,9
./CIFAR_10_BATCH1/Img_481.png,0
./CIFAR_10_BATCH1/Img_482.png,1
./CIFAR_10_BATCH1/Img_483.png,2
./CIFAR_10_BATCH1/Img_484.png,4
./CIFAR_10_BATCH1/Img_485.png,8
./CIFAR_10_BATCH1/Img_486.png,1
./CIFAR_10_BATCH1/Img_487.png,8
./CIFAR_10_BATCH1/Img_488.png,6
./CIFAR_10_BATCH1/Img_489.png,4
./CIFAR_10_BATCH1/Img_490.png,4
./CIFAR_10_BATCH1/Img_491.png,5
./CIFAR_10_BATCH1/Img_492.png,7
./CIFAR_10_BATCH1/Img_493.png,1
./CIFAR_10_BATCH1/Img_494.png,3
./CIFAR_10_BATCH1/Img_495.png,9
./CIFAR_10_BATCH1/Img_496.png,8
./CIFAR_10_BATCH1/Img_497.png,0
./CIFAR_10_BATCH1/Img_498.png,1
./CIFAR_10_BATCH1/Img_499.png,7
./CIFAR_10_BATCH1/Img_500.png,5
./CIFAR_10_BATCH1/Img_501.png,8
./CIFAR_10_BATCH1/Img_502.png,2
./CIFAR_10_BATCH1/Img_503.png,8
./CIFAR_10_BATCH1/Img_504.png,0
./CIFAR_10_BATCH1/Img_505.png,4
./CIFAR_10_BATCH1/Img_506.png,1
./CIFAR_10_BATCH1/Img_507.png,8
./CIFAR_10_BATCH1/Img_508.png,9
./CIFAR_10_BATCH1/Img_509.png,8
./CIFAR_10_BATCH1/Img_510.png,2
./CIFAR_10_BATCH1/Img_511.png,9
./CIFAR_10_BATCH1/Img_512.png,9
./CIFAR_10_BATCH1/Img_513.png,2
./CIFAR_10_BATCH1/Img_514.png,7
./CIFAR_10_BATCH1/Img_515.png,5
./CIFAR_10_BATCH1/Img_516.png,7
./CIFAR_10_BATCH1/Img_517.png,3
./CIFAR_10_BATCH1/Img_518.png,8
./CIFAR_10_BATCH1/Img_519.png,8
./CIFAR_10_BATCH1/Img_520.png,4
./CIFAR_10_BATCH1/Img_521.png,4
./CIFAR_10_BATCH1/Img_522.png,2
./CIFAR_10_BATCH1/Img_523.png,7
./CIFAR_10_BATCH1/Img_524.png,1
./CIFAR_10_BATCH1/Img_525.png,6
./CIFAR_10_BATCH1/Img_526.png,4
./CIFAR_10_BATCH1/Img_527.png,0
./CIFAR_10_BATCH1/Img_528.png,4
./CIFAR_10_BATCH1/Img_529.png,6
./CIFAR_10_BATCH1/Img_530.png,9
./CIFAR_10_BATCH1/Img_531.png,7
./CIFAR_10_BATCH1/Img_532.png,6
./CIFAR_10_BATCH1/Img_533.png,2
./CIFAR_10_BATCH1/Img_534.png,5
./CIFAR_10_BATCH1/Img_535.png,5
./CIFAR_10_BATCH1/Img_536.png,1
./CIFAR_10_BATCH1/Img_537.png,7
./CIFAR_10_BATCH1/Img_538.png,2
./CIFAR_10_BATCH1/Img_539.png,2
./CIFAR_10_BATCH1/Img_540.png,2
./CIFAR_10_BATCH1/Img_541.png,9
./CIFAR_10_BATCH1/Img_542.png,5
./CIFAR_10_BATCH1/Img_543.png,4
./CIFAR_10_BATCH1/Img_544.png,2
./CIFAR_10_BATCH1/Img_545.png,7
./CIFAR_10_BATCH1/Img_546.png,8
./CIFAR_10_BATCH1/Img_547.png,1
./CIFAR_10_BATCH1/Img_548.png,3
./CIFAR_10_BATCH1/Img_549.png,4
./CIFAR_10_BATCH1/Img_550.png,3
./CIFAR_10_BATCH1/Img_551.png,7
./CIFAR_10_BATCH1/Img_552.png,6
./CIFAR_10_BATCH1/Img_553.png,9
./CIFAR_10_BATCH1/Img_554.png,8
./CIFAR_10_BATCH1/Img_555.png,0
./CIFAR_10_BATCH1/Img_556.png,6
./CIFAR_10_BATCH1/Img_557.png,0
./CIFAR_10_BATCH1/Img_558.png,2
./CIFAR_10_BATCH1/Img_559.png,2
./CIFAR_10_BATCH1/Img_560.png,2
./CIFAR_10_BATCH1/Img_561.png,1
./CIFAR_10_BATCH1/Img_562.png,8
./CIFAR_10_BATCH1/Img_563.png,4
./CIFAR_10_BATCH1/Img_564.png,0
./CIFAR_10_BATCH1/Img_565.png,1
./CIFAR_10_BATCH1/Img_566.png,8
./CIFAR_10_BATCH1/Img_567.png,8
./CIFAR_10_BATCH1/Img_568.png,1
./CIFAR_10_BATCH1/Img_569.png,5
./CIFAR_10_BATCH1/Img_570.png,7
./CIFAR_10_BATCH1/Img_571.png,6
./CIFAR_10_BATCH1/Img_572.png,4
./CIFAR_10_BATCH1/Img_573.png,5
./CIFAR_10_BATCH1/Img_574.png,8
./CIFAR_10_BATCH1/Img_575.png,7
./CIFAR_10_BATCH1/Img_576.png,1
./CIFAR_10_BATCH1/Img_577.png,9
./CIFAR_10_BATCH1/Img_578.png,1
./CIFAR_10_BATCH1/Img_579.png,9
./CIFAR_10_BATCH1/Img_580.png,8
./CIFAR_10_BATCH1/Img_581.png,4
